cardholder_id,Recency,Frequency,Monetary
0_0,5,9,6865.0
1_0,20,9,11496.0
2_0,7,5,7620.0
3_0,14,9,11471.0
4_0,3,4,6570.0
5_0,11,6,9822.0
6_0,5,4,5669.0
7_0,6,7,5022.0
8_0,3,12,9530.0
9_0,1,13,8700.0
10_0,1,7,4450.0
11_0,1,9,8507.0
12_0,3,9,10500.0
13_0,8,4,6550.0
14_0,3,4,8699.0
15_0,2,3,7150.0
16_0,1,8,10435.0
17_0,10,8,5380.0
18_0,17,5,6363.0
19_0,4,7,4620.0
20_0,4,5,5560.0
21_0,6,11,6470.0
22_0,3,6,4470.0
23_0,10,2,6750.0
24_0,14,5,5010.0
25_0,3,6,4320.0
26_0,1,7,5274.0
27_0,3,3,8643.0
28_0,9,11,7111.0
29_0,5,10,7652.0
30_0,6,5,4630.0
31_0,1,7,8750.0
32_0,8,6,5260.0
33_0,4,6,4280.0
34_0,24,6,9580.0
35_0,1,12,8482.0
36_0,6,3,8376.0
37_0,12,9,5120.0
38_0,2,12,7430.0
39_0,4,11,8218.0
40_0,12,7,6010.0
41_0,6,6,9264.0
42_0,9,10,11610.0
43_0,3,9,10930.0
44_0,7,10,5668.0
45_0,7,12,6326.0
46_0,5,6,6690.0
47_0,1,5,5814.0
48_0,3,5,7780.0
49_0,10,11,10750.0
50_0,7,5,5209.0
51_0,4,9,3440.0
52_0,1,5,5150.0
53_0,8,9,7010.0
54_0,1,8,6170.0
55_0,2,6,4840.0
56_0,7,9,3030.0
57_0,3,3,6879.0
58_0,10,7,7555.0
59_0,8,5,6730.0
60_0,3,10,6348.0
61_0,5,4,7458.0
62_0,1,7,6190.0
63_0,4,7,10780.0
64_0,6,6,8927.0
65_0,13,5,10532.0
66_0,8,5,7034.0
67_0,3,5,7772.0
68_0,2,4,8830.0
69_0,3,7,13600.0
70_0,9,4,8100.0
71_0,1,8,11434.0
72_0,2,12,6890.0
73_0,1,13,8400.0
74_0,10,8,5649.0
75_0,6,7,15872.0
76_0,11,4,9150.0
77_0,5,7,14510.0
78_0,6,8,4208.0
79_0,4,7,4330.0
80_0,3,6,10572.0
81_0,9,5,4669.0
82_0,5,13,9750.0
83_0,1,1,10000.0
84_0,6,7,3490.0
85_0,2,5,4670.0
86_0,4,3,9940.0
87_0,5,7,11730.0
88_0,7,6,8160.0
89_0,4,4,5571.0
90_0,3,6,6970.0
91_0,2,15,3410.0
92_0,4,6,6649.0
93_0,8,3,5970.0
94_0,5,6,7060.0
95_0,8,6,5900.0
96_0,2,9,9716.0
97_0,6,4,6043.0
98_0,4,6,5820.0
99_0,3,6,7740.0
100_0,2,11,7132.0
101_0,3,3,6334.0
102_0,12,5,7087.0
103_0,28,9,5019.0
104_0,2,8,5405.0
105_0,5,8,3662.0
106_0,3,6,6068.0
107_0,4,8,7294.0
108_0,3,7,4780.0
109_0,11,6,8809.0
110_0,8,7,7860.0
111_0,7,10,4690.0
112_0,1,6,7350.0
113_0,11,4,6181.0
114_0,6,5,13266.0
115_0,6,5,7208.0
116_0,2,7,4520.0
117_0,4,6,9789.0
118_0,4,6,6240.0
119_0,1,8,7320.0
120_0,2,5,5280.0
121_0,11,4,5640.0
122_0,1,5,5460.0
123_0,1,11,6080.0
124_0,3,6,8130.0
125_0,11,6,6730.0
126_0,6,10,11192.0
127_0,3,5,13960.0
128_0,7,10,5640.0
129_0,3,4,9324.0
130_0,2,10,7850.0
131_0,12,5,7742.0
132_0,2,15,3870.0
133_0,4,8,7780.0
134_0,1,9,5951.0
135_0,7,3,9527.0
136_0,12,6,8060.0
137_0,6,6,3956.0
138_0,3,8,8810.0
139_0,6,7,3768.0
140_0,5,5,4930.0
141_0,18,7,10160.0
142_0,12,9,5180.0
143_0,23,3,8200.0
144_0,15,5,5710.0
145_0,4,5,5210.0
146_0,3,7,7850.0
147_0,1,12,5427.0
148_0,7,12,5900.0
149_0,18,11,7670.0
150_0,3,14,8000.0
151_0,5,10,4899.0
152_0,4,8,5576.0
153_0,6,5,5540.0
154_0,11,10,7070.0
155_0,2,8,10710.0
156_0,6,4,13460.0
157_0,2,11,5620.0
158_0,4,4,8328.0
159_0,14,11,8670.0
160_0,9,13,9510.0
161_0,2,12,5760.0
162_0,4,6,9680.0
163_0,2,10,3920.0
164_0,1,6,5390.0
165_0,6,6,4660.0
166_0,1,5,5130.0
167_0,2,10,6470.0
168_0,8,7,5850.0
169_0,10,11,8802.0
170_0,12,4,5440.0
171_0,10,6,14363.0
172_0,2,13,9750.0
173_0,2,8,6890.0
174_0,4,2,7780.0
175_0,2,8,10470.0
176_0,13,5,9440.0
177_0,13,6,9876.0
178_0,14,2,7260.0
179_0,1,6,9200.0
180_0,1,13,6490.0
181_0,10,12,8710.0
182_0,2,4,5510.0
183_0,1,8,12940.0
184_0,2,8,5390.0
185_0,4,11,9880.0
186_0,5,8,4570.0
187_0,7,6,6170.0
188_0,4,5,6718.0
189_0,6,6,9180.0
190_0,6,6,6650.0
191_0,4,4,5602.0
192_0,14,6,4987.0
193_0,7,7,6680.0
194_0,2,10,4419.0
195_0,3,5,12839.0
196_0,5,6,6224.0
197_0,4,11,8360.0
198_0,6,7,6904.0
199_0,5,6,8090.0
200_0,2,9,2570.0
201_0,11,10,8390.0
202_0,21,9,7070.0
203_0,5,6,5748.0
204_0,4,7,4789.0
205_0,4,4,9260.0
206_0,10,5,5027.0
207_0,1,7,6440.0
208_0,5,10,13000.0
209_0,2,5,11590.0
210_0,5,6,8330.0
211_0,7,3,6400.0
212_0,1,4,6710.0
213_0,5,7,5640.0
214_0,4,8,7438.0
215_0,2,8,7640.0
216_0,11,10,12337.0
217_0,4,8,5219.0
218_0,11,8,9140.0
219_0,2,7,9390.0
220_0,4,4,5561.0
221_0,2,7,4870.0
222_0,5,6,4090.0
223_0,8,7,5162.0
224_0,8,5,7810.0
225_0,19,3,7555.0
226_0,3,5,8350.0
227_0,4,5,6220.0
228_0,1,9,10800.0
229_0,5,9,5380.0
230_0,12,6,4821.0
231_0,5,6,7300.0
232_0,5,14,7190.0
233_0,5,4,5690.0
234_0,4,6,14410.0
235_0,15,8,3250.0
236_0,3,7,8310.0
237_0,11,3,6540.0
238_0,7,12,9430.0
239_0,8,15,6648.0
240_0,2,6,6701.0
241_0,6,13,7050.0
242_0,23,4,8377.0
243_0,5,11,6736.0
244_0,11,3,9900.0
245_0,17,7,8880.0
246_0,10,11,5830.0
247_0,17,3,7380.0
248_0,2,6,8360.0
249_0,5,6,7400.0
250_0,13,4,5657.0
251_0,1,7,6950.0
252_0,17,7,9860.0
253_0,10,9,6939.0
254_0,4,3,7160.0
255_0,7,10,12290.0
256_0,8,10,11595.0
257_0,6,8,5230.0
258_0,2,7,8368.0
259_0,3,3,6094.0
260_0,4,3,6870.0
261_0,1,7,9250.0
262_0,11,7,8754.0
263_0,10,5,6310.0
264_0,11,7,6290.0
265_0,1,4,5999.0
266_0,1,11,8720.0
267_0,4,11,5791.0
268_0,2,10,12496.0
269_0,7,6,13189.0
270_0,5,8,11579.0
271_0,4,11,6162.0
272_0,12,6,6990.0
273_0,1,8,7761.0
274_0,2,4,11750.0
275_0,4,8,8044.0
276_0,3,4,6918.0
277_0,3,4,6740.0
278_0,1,10,6741.0
279_0,6,10,8740.0
280_0,3,5,5310.0
281_0,19,4,7300.0
282_0,19,3,7540.0
283_0,2,8,10430.0
284_0,3,4,5930.0
285_0,7,7,5939.0
286_0,2,9,6910.0
287_0,5,11,8210.0
288_0,2,12,7520.0
289_0,5,9,11413.0
290_0,3,5,10803.0
291_0,2,5,9241.0
292_0,5,11,7300.0
293_0,2,6,5500.0
294_0,6,2,6730.0
295_0,10,11,7350.0
296_0,1,7,5364.0
297_0,9,4,6486.0
298_0,1,7,4490.0
299_0,2,9,8460.0
300_0,11,9,7873.0
301_0,12,7,5350.0
302_0,5,9,8646.0
303_0,2,8,9330.0
304_0,5,9,4520.0
305_0,10,3,8080.0
306_0,4,9,6360.0
307_0,7,10,8860.0
308_0,1,6,9805.0
309_0,2,9,4776.0
310_0,8,3,7790.0
311_0,3,3,7725.0
312_0,4,6,3962.0
313_0,10,5,6330.0
314_0,9,6,5260.0
315_0,1,9,12770.0
316_0,13,8,9488.0
317_0,3,5,7531.0
318_0,3,14,5490.0
319_0,5,5,6019.0
320_0,3,9,12759.0
321_0,2,11,7324.0
322_0,8,3,7334.0
323_0,11,7,14690.0
324_0,4,5,5660.0
325_0,3,4,8636.0
326_0,2,6,7140.0
327_0,8,9,6798.0
328_0,7,4,6370.0
329_0,1,14,7630.0
330_0,5,7,5530.0
331_0,4,4,6220.0
332_0,2,6,11502.0
333_0,1,4,5940.0
334_0,4,6,8025.0
335_0,10,5,7909.0
336_0,16,9,3680.0
337_0,3,7,4250.0
338_0,6,10,7340.0
339_0,11,9,6270.0
340_0,4,6,6260.0
341_0,6,12,10897.0
342_0,17,7,7033.0
343_0,5,10,6706.0
344_0,3,10,11460.0
345_0,3,7,7089.0
346_0,7,5,6150.0
347_0,2,5,5567.0
348_0,7,11,8420.0
349_0,3,6,5730.0
350_0,3,4,6770.0
351_0,1,7,5390.0
352_0,4,5,7810.0
353_0,43,13,10760.0
354_0,5,13,8540.0
355_0,5,9,6350.0
356_0,17,5,5750.0
357_0,12,7,5700.0
358_0,3,7,7470.0
359_0,9,9,5610.0
360_0,6,8,5635.0
361_0,1,7,10915.0
362_0,3,5,4770.0
363_0,4,5,9553.0
364_0,13,13,6210.0
365_0,8,3,6626.0
366_0,4,6,8650.0
367_0,10,3,7140.0
368_0,6,8,5260.0
369_0,9,11,9600.0
370_0,7,5,7893.0
371_0,3,7,5822.0
372_0,4,6,4500.0
373_0,1,7,3680.0
374_0,3,5,7519.0
375_0,10,9,10001.0
376_0,12,6,4930.0
377_0,5,7,6920.0
378_0,16,3,9260.0
379_0,6,7,5820.0
380_0,6,7,7420.0
381_0,2,8,4270.0
382_0,4,11,7480.0
383_0,2,7,6490.0
384_0,14,10,5360.0
385_0,2,9,6990.0
386_0,17,4,6450.0
387_0,7,8,6100.0
388_0,11,3,6790.0
389_0,1,6,5780.0
390_0,5,3,7290.0
391_0,4,2,12720.0
392_0,1,4,6753.0
393_0,13,6,5780.0
394_0,17,4,7690.0
395_0,4,5,6974.0
396_0,8,9,6870.0
397_0,4,4,5720.0
398_0,3,7,5960.0
399_0,10,3,6160.0
400_0,11,8,9440.0
401_0,26,5,12990.0
402_0,2,12,6260.0
403_0,2,7,7191.0
404_0,3,8,11266.0
405_0,1,9,10558.0
406_0,9,5,7610.0
407_0,4,5,15153.0
408_0,3,6,6378.0
409_0,1,11,9390.0
410_0,4,9,3569.0
411_0,16,5,5008.0
412_0,1,12,9939.0
413_0,8,5,6330.0
414_0,1,4,7260.0
415_0,1,6,4980.0
416_0,3,14,4990.0
417_0,1,6,5570.0
418_0,2,10,12054.0
419_0,11,3,6250.0
420_0,4,6,7256.0
421_0,14,5,6360.0
422_0,2,12,10020.0
423_0,3,9,5920.0
424_0,2,4,6670.0
425_0,2,6,4080.0
426_0,10,4,9150.0
427_0,1,5,8170.0
428_0,2,3,8850.0
429_0,2,8,7198.0
430_0,1,8,5220.0
431_0,6,7,4463.0
432_0,2,8,6902.0
433_0,5,11,5960.0
434_0,3,7,5630.0
435_0,1,5,7344.0
436_0,2,7,5040.0
437_0,10,5,4680.0
438_0,4,5,7832.0
439_0,6,7,9940.0
440_0,22,12,7430.0
441_0,13,4,9040.0
442_0,1,10,5816.0
443_0,19,7,4378.0
444_0,3,6,4170.0
445_0,19,6,8147.0
446_0,10,3,6040.0
447_0,6,4,6300.0
448_0,10,4,10491.0
449_0,8,6,4707.0
450_0,7,7,9520.0
451_0,3,4,7468.0
452_0,3,4,9316.0
453_0,5,3,6390.0
454_0,4,5,4700.0
455_0,5,7,5753.0
456_0,12,4,6212.0
457_0,2,7,4750.0
458_0,18,3,7670.0
459_0,2,8,9580.0
460_0,10,5,6807.0
461_0,2,10,7201.0
462_0,2,12,9400.0
463_0,10,6,5688.0
464_0,3,5,8800.0
465_0,2,7,8382.0
466_0,9,6,4110.0
467_0,2,5,6780.0
468_0,7,6,8099.0
469_0,7,8,6250.0
470_0,1,4,5464.0
471_0,5,9,7830.0
472_0,2,9,7312.0
473_0,10,10,8346.0
474_0,3,11,6283.0
475_0,2,13,5360.0
476_0,6,9,3370.0
477_0,4,11,9870.0
478_0,11,5,9602.0
479_0,2,6,4100.0
480_0,11,5,7743.0
481_0,2,3,9439.0
482_0,5,9,6410.0
483_0,7,7,5178.0
484_0,6,4,7830.0
485_0,6,4,7840.0
486_0,10,9,6587.0
487_0,14,5,12330.0
488_0,3,11,9058.0
489_0,1,11,7316.0
490_0,6,1,10000.0
491_0,1,6,8468.0
492_0,9,4,5790.0
493_0,3,4,8760.0
494_0,4,3,6890.0
495_0,5,3,6110.0
496_0,26,10,7931.0
497_0,2,7,8244.0
498_0,12,5,7220.0
499_0,2,12,5970.0
500_0,10,7,6070.0
501_0,1,12,6980.0
502_0,5,9,8405.0
503_0,14,5,6310.0
504_0,2,6,5910.0
505_0,5,4,5523.0
506_0,1,11,6690.0
507_0,3,4,8900.0
508_0,11,3,8390.0
509_0,4,12,2160.0
510_0,8,6,9365.0
511_0,6,4,11470.0
512_0,1,5,6410.0
513_0,2,7,3710.0
514_0,4,3,7120.0
515_0,5,4,6153.0
516_0,8,11,11932.0
517_0,5,7,4070.0
518_0,3,5,5810.0
519_0,4,5,6110.0
520_0,9,7,4900.0
521_0,10,4,5615.0
522_0,2,9,5750.0
523_0,4,9,5758.0
524_0,15,8,2820.0
525_0,4,7,5769.0
526_0,6,9,9968.0
527_0,1,4,6260.0
528_0,7,8,9535.0
529_0,12,4,6663.0
530_0,3,4,6340.0
531_0,3,11,9014.0
532_0,11,6,12430.0
533_0,3,9,8370.0
534_0,9,5,5996.0
535_0,4,3,6390.0
536_0,6,7,7350.0
537_0,4,6,10120.0
538_0,5,7,5890.0
539_0,3,6,12522.0
540_0,4,13,9149.0
541_0,5,4,9610.0
542_0,3,4,8960.0
543_0,6,8,5129.0
544_0,1,4,6590.0
545_0,4,4,8720.0
546_0,3,6,9100.0
547_0,1,8,5890.0
548_0,23,4,10190.0
549_0,1,13,7785.0
550_0,1,5,5295.0
551_0,4,8,7679.0
552_0,5,5,6520.0
553_0,12,4,7310.0
554_0,3,8,9070.0
555_0,6,14,7070.0
556_0,9,7,3850.0
557_0,4,6,13439.0
558_0,5,7,8652.0
559_0,32,9,10046.0
560_0,13,11,8331.0
561_0,3,5,6480.0
562_0,3,8,5160.0
563_0,17,5,5510.0
564_0,14,9,4725.0
565_0,6,6,10834.0
566_0,4,5,4933.0
567_0,3,13,8224.0
568_0,4,6,7740.0
569_0,8,9,7270.0
570_0,7,8,9670.0
571_0,3,3,6210.0
572_0,9,4,8710.0
573_0,3,8,8780.0
574_0,7,5,7370.0
575_0,10,3,6210.0
576_0,6,10,9190.0
577_0,3,4,9197.0
578_0,31,7,8725.0
579_0,6,8,6910.0
580_0,17,6,4500.0
581_0,15,5,9853.0
582_0,1,6,9000.0
583_0,4,7,8275.0
584_0,3,8,5910.0
585_0,9,4,7270.0
586_0,13,4,6980.0
587_0,5,4,8010.0
588_0,3,9,4820.0
589_0,9,10,10320.0
590_0,3,7,5185.0
591_0,3,8,6960.0
592_0,3,3,7250.0
593_0,15,5,7941.0
594_0,10,6,5920.0
595_0,1,11,3210.0
596_0,7,4,6650.0
597_0,10,9,9296.0
598_0,7,7,5998.0
599_0,1,7,4492.0
600_0,3,6,5990.0
601_0,10,4,6116.0
602_0,2,8,11819.0
603_0,1,9,4860.0
604_0,1,4,10497.0
605_0,11,5,10160.0
606_0,7,5,6220.0
607_0,5,7,9221.0
608_0,2,8,9766.0
609_0,3,3,7330.0
610_0,3,4,18579.0
611_0,3,6,7260.0
612_0,1,6,9795.0
613_0,9,7,3930.0
614_0,3,10,7339.0
615_0,6,3,7481.0
616_0,4,10,6820.0
617_0,15,6,10220.0
618_0,21,11,4930.0
619_0,2,5,6557.0
620_0,3,3,6683.0
621_0,3,13,8451.0
622_0,9,9,6440.0
623_0,6,5,7020.0
624_0,15,7,5020.0
625_0,4,6,6520.0
626_0,1,7,7400.0
627_0,6,12,6459.0
628_0,5,13,8280.0
629_0,1,8,3940.0
630_0,11,7,16186.0
631_0,26,17,2290.0
632_0,3,5,5130.0
633_0,10,5,7790.0
634_0,5,11,6550.0
635_0,3,7,7860.0
636_0,8,7,12120.0
637_0,12,4,6165.0
638_0,3,5,9082.0
639_0,8,5,8381.0
640_0,12,5,5760.0
641_0,3,5,4892.0
642_0,1,6,4160.0
643_0,8,5,5900.0
644_0,11,12,10391.0
645_0,14,6,5960.0
646_0,3,4,5819.0
647_0,9,6,4291.0
648_0,4,4,5430.0
649_0,5,5,5240.0
650_0,2,11,6406.0
651_0,7,7,5680.0
652_0,2,10,8370.0
653_0,3,2,9230.0
654_0,3,6,11779.0
655_0,3,4,9679.0
656_0,5,13,9060.0
657_0,2,9,4970.0
658_0,1,13,9750.0
659_0,5,6,5840.0
660_0,14,2,9170.0
661_0,3,4,7728.0
662_0,17,5,8660.0
663_0,13,9,6821.0
664_0,6,8,5601.0
665_0,1,8,5330.0
666_0,2,5,11030.0
667_0,6,12,6584.0
668_0,6,5,8529.0
669_0,2,8,6506.0
670_0,8,10,7910.0
671_0,4,7,11680.0
672_0,4,12,6610.0
673_0,3,6,8610.0
674_0,13,3,9620.0
675_0,11,4,6900.0
676_0,11,3,8100.0
677_0,7,5,4960.0
678_0,3,10,11116.0
679_0,7,6,6150.0
680_0,2,6,5934.0
681_0,4,6,13690.0
682_0,9,12,9510.0
683_0,2,12,8599.0
684_0,4,4,7122.0
685_0,9,4,6540.0
686_0,7,6,4989.0
687_0,1,9,8060.0
688_0,7,7,12880.0
689_0,11,6,4390.0
690_0,3,8,5552.0
691_0,2,12,9079.0
692_0,17,3,7280.0
693_0,23,3,10075.0
694_0,1,7,4166.0
695_0,10,4,8132.0
696_0,6,4,6018.0
697_0,2,8,4060.0
698_0,4,8,6710.0
699_0,11,4,5893.0
700_0,7,5,7640.0
701_0,3,8,8030.0
702_0,3,7,9598.0
703_0,4,5,4660.0
704_0,5,6,4967.0
705_0,18,3,7780.0
706_0,9,7,4345.0
707_0,2,8,4040.0
708_0,9,8,12780.0
709_0,3,11,4870.0
710_0,3,6,5979.0
711_0,1,7,6041.0
712_0,1,5,5362.0
713_0,9,7,4940.0
714_0,3,11,10260.0
715_0,2,10,7280.0
716_0,1,11,6650.0
717_0,3,5,8467.0
718_0,5,13,5834.0
719_0,6,5,7920.0
720_0,6,6,4763.0
721_0,2,13,6500.0
722_0,3,6,5730.0
723_0,4,9,11215.0
724_0,16,1,13000.0
725_0,1,12,7935.0
726_0,4,5,5440.0
727_0,4,6,6720.0
728_0,2,5,7370.0
729_0,2,12,4900.0
730_0,9,6,4160.0
731_0,2,13,7890.0
732_0,15,12,8192.0
733_0,17,5,5680.0
734_0,6,3,6749.0
735_0,10,7,4831.0
736_0,2,11,5990.0
737_0,2,3,15460.0
738_0,1,13,7160.0
739_0,5,4,5440.0
740_0,2,8,6402.0
741_0,12,7,4570.0
742_0,2,7,4831.0
743_0,7,8,4530.0
744_0,2,7,4112.0
745_0,12,5,7494.0
746_0,1,5,6628.0
747_0,4,3,7040.0
748_0,1,7,3390.0
749_0,4,4,10190.0
750_0,5,7,3530.0
751_0,4,5,7854.0
752_0,5,5,5378.0
753_0,5,7,5428.0
754_0,4,4,6264.0
755_0,3,10,11525.0
756_0,7,8,5336.0
757_0,4,4,5610.0
758_0,7,10,5061.0
759_0,3,8,6048.0
760_0,3,9,8733.0
761_0,1,10,4270.0
762_0,8,6,4540.0
763_0,3,8,6216.0
764_0,8,6,4438.0
765_0,1,5,4910.0
766_0,11,5,9895.0
767_0,4,13,8532.0
768_0,3,7,6010.0
769_0,2,7,6770.0
770_0,3,7,12258.0
771_0,14,7,5330.0
772_0,5,12,7310.0
773_0,7,6,9000.0
774_0,3,7,7480.0
775_0,3,8,7686.0
776_0,6,3,6270.0
777_0,5,4,6172.0
778_0,11,4,8994.0
779_0,7,9,5141.0
780_0,5,11,8263.0
781_0,2,7,5160.0
782_0,3,4,9448.0
783_0,6,5,4840.0
784_0,2,8,4130.0
785_0,5,8,7290.0
786_0,3,8,7100.0
787_0,4,12,8780.0
788_0,4,4,10930.0
789_0,11,6,4820.0
790_0,1,10,6110.0
791_0,1,12,6200.0
792_0,6,10,7441.0
793_0,2,8,11656.0
794_0,5,5,8429.0
795_0,5,13,9178.0
796_0,5,7,5070.0
797_0,9,8,6440.0
798_0,4,8,5700.0
799_0,12,3,5980.0
800_0,2,10,9515.0
801_0,5,8,5720.0
802_0,22,8,11758.0
803_0,4,3,6200.0
804_0,6,15,7230.0
805_0,2,7,7148.0
806_0,11,5,8020.0
807_0,11,6,4200.0
808_0,4,6,8000.0
809_0,3,7,16650.0
810_0,17,5,5190.0
811_0,3,4,9712.0
812_0,3,6,5550.0
813_0,25,11,6850.0
814_0,6,5,4740.0
815_0,17,5,9502.0
816_0,17,3,6960.0
817_0,3,5,7530.0
818_0,8,5,8700.0
819_0,8,10,7750.0
820_0,2,5,5703.0
821_0,9,9,9401.0
822_0,1,5,10260.0
823_0,12,6,9090.0
824_0,6,6,4470.0
825_0,3,6,4342.0
826_0,10,8,7987.0
827_0,6,6,3990.0
828_0,1,7,5590.0
829_0,19,3,7470.0
830_0,7,7,6200.0
831_0,13,13,8120.0
832_0,2,3,9390.0
833_0,5,6,6760.0
834_0,4,4,6240.0
835_0,5,6,9780.0
836_0,6,13,7999.0
837_0,3,5,6777.0
838_0,5,12,9609.0
839_0,2,7,4352.0
840_0,11,7,9590.0
841_0,7,6,4020.0
842_0,3,3,9283.0
843_0,7,8,7350.0
844_0,17,8,11052.0
845_0,13,9,11870.0
846_0,18,7,5034.0
847_0,4,7,7540.0
848_0,15,9,8950.0
849_0,14,7,3860.0
850_0,1,8,5516.0
851_0,5,3,7120.0
852_0,4,3,6147.0
853_0,10,7,7193.0
854_0,4,12,6710.0
855_0,10,7,4180.0
856_0,8,3,6650.0
857_0,2,4,9710.0
858_0,1,11,7075.0
